date,ticker,strategy,direction,surprise_pct,entry_price,exit_price,stock_return_pct,spy_return_pct,alpha_pct
2025-05-30,IRM,VOLUME_ANOMALY,BUY,0.0,96.14,100.68,4.72,5.14,-0.42
2025-12-11,IRM,VOLUME_ANOMALY,BUY,0.0,87.12,89.5,2.73,1.17,1.57
2024-06-21,JOBY,VOLUME_ANOMALY,BUY,0.0,5.19,6.47,24.66,1.86,22.8
2024-06-28,JOBY,VOLUME_ANOMALY,BUY,0.0,5.1,6.21,21.76,0.1,21.67
2024-01-22,ACHR,VOLUME_ANOMALY,BUY,0.0,5.31,5.13,-3.39,2.75,-6.14
2024-06-21,ACHR,VOLUME_ANOMALY,BUY,0.0,3.66,4.6,25.68,1.86,23.82
2024-06-28,ACHR,VOLUME_ANOMALY,BUY,0.0,3.52,4.46,26.7,0.1,26.61
2025-10-15,ACHR,VOLUME_ANOMALY,BUY,0.0,13.03,8.65,-33.61,2.74,-36.35
2024-02-12,RGTI,VOLUME_ANOMALY,BUY,0.0,1.39,2.21,58.99,3.15,55.84
2024-06-28,RGTI,VOLUME_ANOMALY,BUY,0.0,1.07,1.03,-3.74,0.1,-3.84
2024-10-29,RGTI,VOLUME_ANOMALY,BUY,0.0,1.46,2.2,50.68,3.25,47.44
2024-11-26,RGTI,VOLUME_ANOMALY,BUY,0.0,2.2,15.44,601.82,0.45,601.37
2024-12-11,RGTI,VOLUME_ANOMALY,BUY,0.0,7.38,6.05,-18.02,-3.97,-14.05
2025-03-12,RGTI,VOLUME_ANOMALY,BUY,0.0,8.95,9.39,4.92,-1.54,6.45
2025-05-08,RGTI,VOLUME_ANOMALY,BUY,0.0,10.31,11.28,9.41,6.03,3.38
2025-05-22,RGTI,VOLUME_ANOMALY,BUY,0.0,13.86,10.79,-22.15,3.23,-25.38
2024-01-22,QUBT,VOLUME_ANOMALY,BUY,0.0,0.9,0.87,-3.66,2.75,-6.41
2024-02-12,QUBT,VOLUME_ANOMALY,BUY,0.0,0.84,1.22,44.89,3.15,41.74
2024-10-22,QUBT,VOLUME_ANOMALY,BUY,0.0,1.13,2.54,124.78,1.2,123.58
2024-10-29,QUBT,VOLUME_ANOMALY,BUY,0.0,1.22,6.65,445.08,3.25,441.84
2024-12-04,QUBT,VOLUME_ANOMALY,BUY,0.0,7.01,17.5,149.64,-2.26,151.9
2024-12-18,QUBT,VOLUME_ANOMALY,BUY,0.0,25.68,11.49,-55.26,3.21,-58.46
2024-12-26,QUBT,VOLUME_ANOMALY,BUY,0.0,19.24,10.2,-46.99,0.53,-47.51
2025-05-08,QUBT,VOLUME_ANOMALY,BUY,0.0,8.44,13.7,62.32,6.03,56.29
2025-09-24,QUBT,VOLUME_ANOMALY,BUY,0.0,21.41,14.87,-30.55,1.01,-31.56
2024-06-21,EDIT,VOLUME_ANOMALY,BUY,0.0,5.11,5.21,1.96,1.86,0.09
2025-02-19,EDIT,VOLUME_ANOMALY,BUY,0.0,3.2,1.39,-56.56,-7.47,-49.09
2025-09-24,EDIT,VOLUME_ANOMALY,BUY,0.0,3.37,3.57,5.93,1.01,4.92
2024-02-27,BFLY,VOLUME_ANOMALY,BUY,0.0,1.5,1.0,-33.33,2.66,-35.99
2024-09-03,BFLY,VOLUME_ANOMALY,BUY,0.0,1.19,1.66,39.5,3.31,36.18
2024-10-29,BFLY,VOLUME_ANOMALY,BUY,0.0,1.9,3.16,66.32,3.25,63.07
2024-11-05,BFLY,VOLUME_ANOMALY,BUY,0.0,2.45,3.31,35.1,5.37,29.73
2025-02-04,BFLY,VOLUME_ANOMALY,BUY,0.0,4.58,3.19,-30.35,-3.11,-27.24
2025-12-04,BFLY,VOLUME_ANOMALY,BUY,0.0,3.06,3.87,26.47,0.78,25.69
2024-02-12,NNOX,VOLUME_ANOMALY,BUY,0.0,6.64,9.6,44.58,3.15,41.42
2024-05-08,NNOX,VOLUME_ANOMALY,BUY,0.0,9.5,8.1,-14.74,3.38,-18.11
2024-06-28,NNOX,VOLUME_ANOMALY,BUY,0.0,7.34,8.7,18.53,0.1,18.43
2024-06-28,OUST,VOLUME_ANOMALY,BUY,0.0,9.83,13.46,36.93,0.1,36.83
2024-12-18,OUST,VOLUME_ANOMALY,BUY,0.0,10.38,10.55,1.64,3.21,-1.57
2024-12-11,INVZ,VOLUME_ANOMALY,BUY,0.0,0.73,1.61,121.76,-3.97,125.73
2025-08-26,INVZ,VOLUME_ANOMALY,BUY,0.0,1.7,1.75,2.94,2.75,0.19
2025-01-03,STEM,VOLUME_ANOMALY,BUY,0.0,24.4,11.92,-51.15,1.66,-52.81
2025-05-01,STEM,VOLUME_ANOMALY,BUY,0.0,10.74,9.78,-8.94,5.54,-14.48
2025-09-24,STEM,VOLUME_ANOMALY,BUY,0.0,22.22,20.75,-6.62,1.01,-7.63
